PosX,PosY,PosZ,Fall Type,SessionID,PlayerID,DateTime,
-26.20971,0.01651824,-32.76213,2,0,48230,22/12/2020 21:01:38,
-7.947017,-1.363083,43.42455,1,0,48230,22/12/2020 21:02:04,
-26.14532,0.01651818,-33.63836,2,0,27105,22/12/2020 22:29:53,
3.534169,-1.216027,-42.7681,1,0,27105,22/12/2020 22:29:59,
